entry,at,order
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (99.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (191.56) | #4 ""OSig @ mX91O12t5W"" (275.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (499.04) | #7 ""Child @ j_PUrV83DE"" (158.71) | #9 ""AP @ mdgN-8uIsM"" (202.83)",2023-05-19T03:45:09.935Z,168446790993501
"-- starting hand #207 (id: gsjawzlkdouh)  (No Limit Texas Hold'em) (dead button) --",2023-05-19T03:45:09.935Z,168446790993500
"-- ending hand #206 --",2023-05-19T03:45:03.923Z,168446790392302
"""OSig @ mX91O12t5W"" collected 60.00 from pot with Pair, Q's (combination: Q♥, Q♦, A♦, 9♣, 8♦)",2023-05-19T03:45:03.923Z,168446790392301
"""OSig @ mX91O12t5W"" shows a 5♥, Q♥.",2023-05-19T03:45:03.923Z,168446790392300
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:45:03.086Z,168446790308600
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:45:01.841Z,168446790184100
"River: 9♣, Q♦, 8♦, 4♣ [A♦]",2023-05-19T03:44:59.094Z,168446789909400
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:44:58.225Z,168446789822500
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:44:56.404Z,168446789640400
"Turn: 9♣, Q♦, 8♦ [4♣]",2023-05-19T03:44:52.804Z,168446789280400
"""AP @ mdgN-8uIsM"" calls 22.50",2023-05-19T03:44:51.972Z,168446789197200
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:44:50.552Z,168446789055200
"""OSig @ mX91O12t5W"" raises to 22.50",2023-05-19T03:44:49.638Z,168446788963800
"""AP @ mdgN-8uIsM"" bets 7.50",2023-05-19T03:44:46.596Z,168446788659600
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:44:41.904Z,168446788190400
"Flop:  [9♣, Q♦, 8♦]",2023-05-19T03:44:39.660Z,168446787966000
"""AP @ mdgN-8uIsM"" calls 5.00",2023-05-19T03:44:38.832Z,168446787883200
"""Jack Seven @ 6w3wG89wJ9"" calls 5.00",2023-05-19T03:44:32.005Z,168446787200500
"""OSig @ mX91O12t5W"" raises to 5.00",2023-05-19T03:44:26.097Z,168446786609700
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:44:21.876Z,168446786187600
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:44:20.544Z,168446786054400
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T03:44:19.608Z,168446785960800
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:44:15.121Z,168446785512100
"""Jack Seven @ 6w3wG89wJ9"" posts a big blind of 1.00",2023-05-19T03:44:10.723Z,168446785072311
"Dead Small Blind",2023-05-19T03:44:10.723Z,168446785072310
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (99.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (191.56) | #4 ""OSig @ mX91O12t5W"" (242.52) | #6 ""Jack Seven @ 6w3wG89wJ9"" (504.04) | #7 ""Child @ j_PUrV83DE"" (158.71) | #9 ""AP @ mdgN-8uIsM"" (230.33)",2023-05-19T03:44:10.723Z,168446785072303
"-- starting hand #206 (id: sdwrt7lmlopd)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T03:44:10.723Z,168446785072302
"The player ""Jlo @ -GMsszLRBS"" stand up with the stack of 97.12.",2023-05-19T03:44:10.723Z,168446785072301
"The player ""buster douglas @ a95G_9tGEu"" stand up with the stack of 427.26.",2023-05-19T03:44:10.723Z,168446785072300
"""OSig @ mX91O12t5W"" shows a 10♠, 6♦.",2023-05-19T03:44:08.041Z,168446784804100
"-- ending hand #205 --",2023-05-19T03:44:07.119Z,168446784711902
"""Child @ j_PUrV83DE"" collected 35.00 from pot",2023-05-19T03:44:07.119Z,168446784711901
"Uncalled bet of 10.00 returned to ""Child @ j_PUrV83DE""",2023-05-19T03:44:07.119Z,168446784711900
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:44:06.309Z,168446784630900
"""Child @ j_PUrV83DE"" bets 10.00",2023-05-19T03:44:05.102Z,168446784510200
"River: 6♠, A♦, 9♥, 6♣ [10♦]",2023-05-19T03:43:52.640Z,168446783264000
"""Child @ j_PUrV83DE"" calls 14.00",2023-05-19T03:43:51.771Z,168446783177100
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:43:47.509Z,168446782750900
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:43:46.559Z,168446782655900
"""Glowcow @ 4kh9Z7S8kH"" raises to 14.00",2023-05-19T03:43:45.741Z,168446782574100
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:43:35.787Z,168446781578700
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:43:32.718Z,168446781271800
"""Child @ j_PUrV83DE"" bets 5.25",2023-05-19T03:43:31.265Z,168446781126500
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:43:27.604Z,168446780760400
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T03:43:26.722Z,168446780672200
"Turn: 6♠, A♦, 9♥ [6♣]",2023-05-19T03:43:18.898Z,168446779889800
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:43:18.027Z,168446779802700
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T03:43:16.189Z,168446779618900
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:43:13.584Z,168446779358400
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:43:12.709Z,168446779270900
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:43:11.478Z,168446779147800
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T03:43:10.410Z,168446779041000
"Flop:  [6♠, A♦, 9♥]",2023-05-19T03:43:04.663Z,168446778466300
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T03:43:03.823Z,168446778382300
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:42:54.070Z,168446777407000
"""Glowcow @ 4kh9Z7S8kH"" calls 1.00",2023-05-19T03:42:52.985Z,168446777298500
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T03:42:50.978Z,168446777097800
"""Abhar @ XnUsg-Ux8p"" calls 1.00",2023-05-19T03:42:50.141Z,168446777014100
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:42:48.284Z,168446776828400
"""Child @ j_PUrV83DE"" calls 1.00",2023-05-19T03:42:43.260Z,168446776326000
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:42:40.266Z,168446776026600
"""AP @ mdgN-8uIsM"" posts a missed big blind of 1.00",2023-05-19T03:42:39.088Z,168446775908814
"""AP @ mdgN-8uIsM"" posts a missing small blind of 0.50",2023-05-19T03:42:39.088Z,168446775908813
"""Jlo @ -GMsszLRBS"" posts a big blind of 1.00",2023-05-19T03:42:39.088Z,168446775908812
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T03:42:39.088Z,168446775908811
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (100.00) | #2 ""buster douglas @ a95G_9tGEu"" (427.26) | #3 ""Glowcow @ 4kh9Z7S8kH"" (206.56) | #4 ""OSig @ mX91O12t5W"" (243.02) | #5 ""Jlo @ -GMsszLRBS"" (98.12) | #6 ""Jack Seven @ 6w3wG89wJ9"" (505.04) | #7 ""Child @ j_PUrV83DE"" (138.71) | #9 ""AP @ mdgN-8uIsM"" (231.83)",2023-05-19T03:42:39.088Z,168446775908802
"-- starting hand #205 (id: ufqq5onf8hzu)  (No Limit Texas Hold'em) (dealer: ""Glowcow @ 4kh9Z7S8kH"") --",2023-05-19T03:42:39.088Z,168446775908801
"The player ""AP @ mdgN-8uIsM"" joined the game with a stack of 231.83.",2023-05-19T03:42:39.088Z,168446775908800
"-- ending hand #204 --",2023-05-19T03:42:33.080Z,168446775308003
"""Child @ j_PUrV83DE"" shows a 7♠, 6♠.",2023-05-19T03:42:33.080Z,168446775308002
"""buster douglas @ a95G_9tGEu"" collected 427.26 from pot with Full House, Q's over 9's (combination: Q♠, Q♥, Q♣, 9♥, 9♠)",2023-05-19T03:42:33.080Z,168446775308001
"""buster douglas @ a95G_9tGEu"" shows a Q♠, Q♥.",2023-05-19T03:42:33.080Z,168446775308000
"""Child @ j_PUrV83DE"" calls 137.63",2023-05-19T03:42:32.268Z,168446775226800
"""buster douglas @ a95G_9tGEu"" raises to 137.63 and go all in",2023-05-19T03:42:30.194Z,168446775019400
"""Child @ j_PUrV83DE"" bets 76.00",2023-05-19T03:42:26.747Z,168446774674700
"River: 5♠, Q♣, 9♥, 8♣ [9♠]",2023-05-19T03:42:18.567Z,168446773856700
"""buster douglas @ a95G_9tGEu"" calls 57.00",2023-05-19T03:42:17.748Z,168446773774800
"""Child @ j_PUrV83DE"" raises to 57.00",2023-05-19T03:42:14.609Z,168446773460900
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:42:02.417Z,168446772241700
"""buster douglas @ a95G_9tGEu"" bets 19.00",2023-05-19T03:41:55.801Z,168446771580100
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:41:48.874Z,168446770887400
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:41:45.766Z,168446770576600
"Turn: 5♠, Q♣, 9♥ [8♣]",2023-05-19T03:41:44.316Z,168446770431600
"""Child @ j_PUrV83DE"" calls 5.00",2023-05-19T03:41:43.454Z,168446770345400
"""Jack Seven @ 6w3wG89wJ9"" calls 5.00",2023-05-19T03:41:42.345Z,168446770234500
"The player ""AP @ mdgN-8uIsM"" sit back with the stack of 231.83.",2023-05-19T03:41:42.285Z,168446770228500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:41:36.176Z,168446769617600
"""buster douglas @ a95G_9tGEu"" raises to 5.00",2023-05-19T03:41:34.696Z,168446769469600
"""Child @ j_PUrV83DE"" bets 1.00",2023-05-19T03:41:28.208Z,168446768820800
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:41:25.914Z,168446768591400
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:41:24.124Z,168446768412400
"Flop:  [5♠, Q♣, 9♥]",2023-05-19T03:41:21.743Z,168446768174300
"""Child @ j_PUrV83DE"" calls 5.50",2023-05-19T03:41:20.892Z,168446768089200
"""Jack Seven @ 6w3wG89wJ9"" calls 5.50",2023-05-19T03:41:18.970Z,168446767897000
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:41:17.391Z,168446767739100
"""Glowcow @ 4kh9Z7S8kH"" calls 5.50",2023-05-19T03:41:15.178Z,168446767517800
"""buster douglas @ a95G_9tGEu"" raises to 5.50",2023-05-19T03:41:11.805Z,168446767180500
"The player ""buster douglas @ a95G_9tGEu"" passed the room ownership to ""Abhar @ XnUsg-Ux8p"".",2023-05-19T03:41:07.558Z,168446766755800
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:40:58.526Z,168446765852600
"""Child @ j_PUrV83DE"" calls 1.00",2023-05-19T03:40:57.533Z,168446765753300
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:40:56.647Z,168446765664700
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:40:53.201Z,168446765320100
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T03:40:33.180Z,168446763318012
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T03:40:33.180Z,168446763318011
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (100.00) | #2 ""buster douglas @ a95G_9tGEu"" (205.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (212.06) | #4 ""OSig @ mX91O12t5W"" (244.02) | #5 ""Jlo @ -GMsszLRBS"" (98.12) | #6 ""Jack Seven @ 6w3wG89wJ9"" (515.54) | #7 ""Child @ j_PUrV83DE"" (343.84)",2023-05-19T03:40:33.180Z,168446763318003
"-- starting hand #204 (id: ysla9mjhlgsj)  (No Limit Texas Hold'em) (dealer: ""buster douglas @ a95G_9tGEu"") --",2023-05-19T03:40:33.180Z,168446763318002
"The player ""Abhar @ XnUsg-Ux8p"" joined the game with a stack of 100.00.",2023-05-19T03:40:33.180Z,168446763318001
"The player ""Child @ j_PUrV83DE"" joined the game with a stack of 343.84.",2023-05-19T03:40:33.180Z,168446763318000
"""buster douglas @ a95G_9tGEu"" shows a Q♠, J♥.",2023-05-19T03:40:29.135Z,168446762913500
"-- ending hand #203 --",2023-05-19T03:40:26.577Z,168446762657702
"""buster douglas @ a95G_9tGEu"" collected 70.00 from pot",2023-05-19T03:40:26.577Z,168446762657701
"Uncalled bet of 70.00 returned to ""buster douglas @ a95G_9tGEu""",2023-05-19T03:40:26.577Z,168446762657700
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:40:25.737Z,168446762573700
"""buster douglas @ a95G_9tGEu"" bets 70.00",2023-05-19T03:40:14.734Z,168446761473400
"Turn: J♠, 10♠, 5♠ [6♥]",2023-05-19T03:40:10.412Z,168446761041200
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:40:09.575Z,168446760957500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:40:05.959Z,168446760595900
"""buster douglas @ a95G_9tGEu"" calls 19.00",2023-05-19T03:40:04.586Z,168446760458600
"""Jack Seven @ 6w3wG89wJ9"" bets 19.00",2023-05-19T03:40:00.612Z,168446760061200
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:39:54.864Z,168446759486400
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:39:53.936Z,168446759393600
"""buster douglas @ a95G_9tGEu"" checks",2023-05-19T03:39:51.893Z,168446759189300
"Flop:  [J♠, 10♠, 5♠]",2023-05-19T03:39:43.679Z,168446758367900
"""OSig @ mX91O12t5W"" calls 8.00",2023-05-19T03:39:42.785Z,168446758278500
"""Glowcow @ 4kh9Z7S8kH"" calls 8.00",2023-05-19T03:39:41.700Z,168446758170000
"""buster douglas @ a95G_9tGEu"" calls 8.00",2023-05-19T03:39:29.921Z,168446756992100
"""Jack Seven @ 6w3wG89wJ9"" raises to 8.00",2023-05-19T03:39:27.323Z,168446756732300
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:39:23.298Z,168446756329800
"The player ""Child @ j_PUrV83DE"" sit back with the stack of 343.84.",2023-05-19T03:39:05.705Z,168446754570500
"""OSig @ mX91O12t5W"" raises to 3.50",2023-05-19T03:39:02.471Z,168446754247100
"The admin approved the player ""Abhar @ XnUsg-Ux8p"" participation with a stack of 100.00.",2023-05-19T03:38:55.779Z,168446753577900
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T03:38:52.252Z,168446753225208
"""buster douglas @ a95G_9tGEu"" posts a small blind of 0.50",2023-05-19T03:38:52.252Z,168446753225207
"Player stacks: #2 ""buster douglas @ a95G_9tGEu"" (162.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (220.06) | #4 ""OSig @ mX91O12t5W"" (252.02) | #5 ""Jlo @ -GMsszLRBS"" (98.12) | #6 ""Jack Seven @ 6w3wG89wJ9"" (542.54)",2023-05-19T03:38:52.252Z,168446753225201
"-- starting hand #203 (id: gqynhik8nvr9)  (No Limit Texas Hold'em) (dead button) --",2023-05-19T03:38:52.252Z,168446753225200
"The player ""Abhar @ XnUsg-Ux8p"" requested a seat.",2023-05-19T03:38:51.600Z,168446753160000
"-- ending hand #202 --",2023-05-19T03:38:46.327Z,168446752632702
"""Jack Seven @ 6w3wG89wJ9"" collected 90.00 from pot",2023-05-19T03:38:46.327Z,168446752632701
"Uncalled bet of 27.00 returned to ""Jack Seven @ 6w3wG89wJ9""",2023-05-19T03:38:46.327Z,168446752632700
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:38:45.511Z,168446752551100
"""Jack Seven @ 6w3wG89wJ9"" raises to 54.00",2023-05-19T03:38:37.249Z,168446751724900
"""Jlo @ -GMsszLRBS"" bets 27.00",2023-05-19T03:38:31.917Z,168446751191700
"Turn: 4♦, A♦, 9♠ [7♥]",2023-05-19T03:38:28.293Z,168446750829300
"""Jack Seven @ 6w3wG89wJ9"" calls 12.00",2023-05-19T03:38:27.467Z,168446750746700
"""Jlo @ -GMsszLRBS"" bets 12.00",2023-05-19T03:38:16.205Z,168446749620500
"Flop:  [4♦, A♦, 9♠]",2023-05-19T03:38:00.978Z,168446748097800
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T03:38:00.133Z,168446748013300
"""Jack Seven @ 6w3wG89wJ9"" calls 5.50",2023-05-19T03:37:58.093Z,168446747809300
"""Jlo @ -GMsszLRBS"" raises to 5.50",2023-05-19T03:37:55.573Z,168446747557300
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:37:45.940Z,168446746594000
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:37:44.882Z,168446746488200
"""buster douglas @ a95G_9tGEu"" posts a big blind of 1.00",2023-05-19T03:37:41.417Z,168446746141710
"Dead Small Blind",2023-05-19T03:37:41.417Z,168446746141709
"Player stacks: #2 ""buster douglas @ a95G_9tGEu"" (163.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (220.06) | #4 ""OSig @ mX91O12t5W"" (252.02) | #5 ""Jlo @ -GMsszLRBS"" (142.62) | #6 ""Jack Seven @ 6w3wG89wJ9"" (497.04)",2023-05-19T03:37:41.417Z,168446746141703
"-- starting hand #202 (id: qbyv2pdrkfb6)  (No Limit Texas Hold'em) (dead button) --",2023-05-19T03:37:41.417Z,168446746141702
"The player ""Abhar @ XnUsg-Ux8p"" quits the game with a stack of 0.00.",2023-05-19T03:37:41.417Z,168446746141701
"The player ""Child @ j_PUrV83DE"" stand up with the stack of 343.84.",2023-05-19T03:37:41.417Z,168446746141700
"-- ending hand #201 --",2023-05-19T03:37:35.370Z,168446745537002
"""Jack Seven @ 6w3wG89wJ9"" collected 210.54 from pot with Flush, Ac High (combination: A♣, 10♣, 8♣, 6♣, 5♣)",2023-05-19T03:37:35.370Z,168446745537001
"""Jack Seven @ 6w3wG89wJ9"" collected 286.50 from pot with Flush, Ac High (combination: A♣, 10♣, 8♣, 6♣, 5♣)",2023-05-19T03:37:35.370Z,168446745537000
"River: 8♣, 5♣, 6♣, 10♣ [4♦]",2023-05-19T03:37:31.357Z,168446745135700
"Turn: 8♣, 5♣, 6♣ [10♣]",2023-05-19T03:37:27.329Z,168446744732900
"""Jack Seven @ 6w3wG89wJ9"" shows a 9♦, A♣.",2023-05-19T03:37:23.260Z,168446744326002
"""Jlo @ -GMsszLRBS"" shows a K♣, J♣.",2023-05-19T03:37:23.260Z,168446744326001
"""Abhar @ XnUsg-Ux8p"" shows a 6♥, 5♥.",2023-05-19T03:37:23.260Z,168446744326000
"Some players choose to not run it twice.",2023-05-19T03:37:22.426Z,168446744242601
"""Abhar @ XnUsg-Ux8p"" chooses to not run it twice.",2023-05-19T03:37:22.426Z,168446744242600
"""Jlo @ -GMsszLRBS"" chooses to  run it twice.",2023-05-19T03:37:18.398Z,168446743839800
"""Jack Seven @ 6w3wG89wJ9"" chooses to  run it twice.",2023-05-19T03:37:18.006Z,168446743800600
"Remaining players decide whether to run it twice.",2023-05-19T03:37:16.081Z,168446743608101
"""Jlo @ -GMsszLRBS"" calls 190.77",2023-05-19T03:37:16.081Z,168446743608100
"""Jack Seven @ 6w3wG89wJ9"" raises to 190.77 and go all in",2023-05-19T03:37:14.262Z,168446743426200
"""Jlo @ -GMsszLRBS"" calls 85.50",2023-05-19T03:37:12.236Z,168446743223600
"""Abhar @ XnUsg-Ux8p"" raises to 85.50 and go all in",2023-05-19T03:37:10.824Z,168446743082400
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:37:06.395Z,168446742639500
"""Jack Seven @ 6w3wG89wJ9"" calls 15.00",2023-05-19T03:37:04.854Z,168446742485400
"""Jlo @ -GMsszLRBS"" bets 15.00",2023-05-19T03:37:02.133Z,168446742213300
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T03:36:58.153Z,168446741815300
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:36:55.083Z,168446741508300
"Flop:  [8♣, 5♣, 6♣]",2023-05-19T03:36:51.302Z,168446741130200
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:36:50.450Z,168446741045000
"""Abhar @ XnUsg-Ux8p"" calls 7.00",2023-05-19T03:36:49.025Z,168446740902500
"""Child @ j_PUrV83DE"" calls 7.00",2023-05-19T03:36:44.234Z,168446740423400
"""Jack Seven @ 6w3wG89wJ9"" calls 7.00",2023-05-19T03:36:42.668Z,168446740266800
"""Jlo @ -GMsszLRBS"" raises to 7.00",2023-05-19T03:36:39.587Z,168446739958700
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:36:34.055Z,168446739405500
"""Glowcow @ 4kh9Z7S8kH"" raises to 2.00",2023-05-19T03:36:33.112Z,168446739311200
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T03:36:28.672Z,168446738867200
"""Abhar @ XnUsg-Ux8p"" posts a big blind of 1.00",2023-05-19T03:36:25.575Z,168446738557510
"""Child @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T03:36:25.575Z,168446738557509
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (92.50) | #2 ""buster douglas @ a95G_9tGEu"" (163.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (222.06) | #4 ""OSig @ mX91O12t5W"" (252.02) | #5 ""Jlo @ -GMsszLRBS"" (340.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (197.77) | #7 ""Child @ j_PUrV83DE"" (350.84)",2023-05-19T03:36:25.575Z,168446738557501
"-- starting hand #201 (id: ttbqnlyrca8y)  (No Limit Texas Hold'em) (dealer: ""Jack Seven @ 6w3wG89wJ9"") --",2023-05-19T03:36:25.575Z,168446738557500
"-- ending hand #200 --",2023-05-19T03:36:19.623Z,168446737962302
"""Jack Seven @ 6w3wG89wJ9"" collected 4.00 from pot",2023-05-19T03:36:19.623Z,168446737962301
"Uncalled bet of 3.00 returned to ""Jack Seven @ 6w3wG89wJ9""",2023-05-19T03:36:19.623Z,168446737962300
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:36:18.799Z,168446737879900
"""Jack Seven @ 6w3wG89wJ9"" bets 3.00",2023-05-19T03:36:17.533Z,168446737753300
"Flop:  [K♠, 9♥, 9♣]",2023-05-19T03:36:14.788Z,168446737478800
"""Child @ j_PUrV83DE"" calls 2.00",2023-05-19T03:36:13.872Z,168446737387200
"""Jack Seven @ 6w3wG89wJ9"" raises to 2.00",2023-05-19T03:36:12.815Z,168446737281500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:36:09.236Z,168446736923600
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:36:08.050Z,168446736805000
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:36:06.901Z,168446736690100
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T03:36:05.385Z,168446736538500
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:36:03.354Z,168446736335400
"""Child @ j_PUrV83DE"" posts a big blind of 1.00",2023-05-19T03:36:01.938Z,168446736193810
"""Jack Seven @ 6w3wG89wJ9"" posts a small blind of 0.50",2023-05-19T03:36:01.938Z,168446736193809
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (92.50) | #2 ""buster douglas @ a95G_9tGEu"" (163.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (222.06) | #4 ""OSig @ mX91O12t5W"" (252.02) | #5 ""Jlo @ -GMsszLRBS"" (340.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (195.77) | #7 ""Child @ j_PUrV83DE"" (352.84)",2023-05-19T03:36:01.938Z,168446736193801
"-- starting hand #200 (id: c4d5hkggf2dm)  (No Limit Texas Hold'em) (dealer: ""Jlo @ -GMsszLRBS"") --",2023-05-19T03:36:01.938Z,168446736193800
"""OSig @ mX91O12t5W"" shows a 10♥, 10♦.",2023-05-19T03:35:59.175Z,168446735917500
"-- ending hand #199 --",2023-05-19T03:35:55.396Z,168446735539603
"""Child @ j_PUrV83DE"" shows a 7♦, 7♣.",2023-05-19T03:35:55.396Z,168446735539602
"""Glowcow @ 4kh9Z7S8kH"" collected 40.86 from pot with Two Pair, A's & K's (combination: A♥, A♦, K♠, K♥, Q♠)",2023-05-19T03:35:55.396Z,168446735539601
"""Glowcow @ 4kh9Z7S8kH"" shows a J♦, A♥.",2023-05-19T03:35:55.396Z,168446735539600
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:35:54.527Z,168446735452700
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:35:53.464Z,168446735346400
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:35:51.125Z,168446735112500
"River: Q♠, K♠, K♥, A♦ [5♥]",2023-05-19T03:35:36.992Z,168446733699200
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:35:36.165Z,168446733616500
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:35:34.344Z,168446733434400
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:35:29.626Z,168446732962600
"Turn: Q♠, K♠, K♥ [A♦]",2023-05-19T03:35:24.736Z,168446732473600
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:35:23.830Z,168446732383000
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:35:21.790Z,168446732179000
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:35:17.571Z,168446731757100
"Flop:  [Q♠, K♠, K♥]",2023-05-19T03:35:13.729Z,168446731372900
"""Glowcow @ 4kh9Z7S8kH"" calls 13.12",2023-05-19T03:35:12.801Z,168446731280100
"""Child @ j_PUrV83DE"" calls 13.12",2023-05-19T03:35:10.393Z,168446731039300
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:35:08.195Z,168446730819500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:35:07.261Z,168446730726100
"""OSig @ mX91O12t5W"" raises to 13.12",2023-05-19T03:35:06.118Z,168446730611800
"""Glowcow @ 4kh9Z7S8kH"" raises to 4.50",2023-05-19T03:35:03.139Z,168446730313900
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T03:34:59.633Z,168446729963300
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:34:58.586Z,168446729858600
"""Child @ j_PUrV83DE"" calls 1.00",2023-05-19T03:34:57.670Z,168446729767000
"""Jack Seven @ 6w3wG89wJ9"" posts a big blind of 1.00",2023-05-19T03:34:55.780Z,168446729578011
"""Jlo @ -GMsszLRBS"" posts a small blind of 0.50",2023-05-19T03:34:55.780Z,168446729578010
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (92.50) | #2 ""buster douglas @ a95G_9tGEu"" (163.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (194.32) | #4 ""OSig @ mX91O12t5W"" (265.14) | #5 ""Jlo @ -GMsszLRBS"" (340.89) | #6 ""Jack Seven @ 6w3wG89wJ9"" (196.77) | #7 ""Child @ j_PUrV83DE"" (365.96)",2023-05-19T03:34:55.780Z,168446729578002
"-- starting hand #199 (id: zaws1kkwknn8)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T03:34:55.780Z,168446729578001
"The player ""Audun @ QXNjlFpbkV"" quits the game with a stack of 0.00.",2023-05-19T03:34:55.780Z,168446729578000
"-- ending hand #198 --",2023-05-19T03:34:49.752Z,168446728975204
